"productSlug","productName","productFamily","requiredField","source","status"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","control cabinet requirements","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"wbc-semi-magnetic-tailings-recovery-machine","WBC semi magnetic tailings recovery machine","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"wet-drum-magnetic-separator","Wet Drum Magnetic Separator","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","detection aperture","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","sensitivity application range","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","alarm/reject interface","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dls-type-window-metal-detector","DLS type window metal detector","conveyor-metal-detector","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","rotor configuration","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","feed-size range","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","splitter adjustment","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"eccentric-eddy-current-separator","Eccentric Eddy Current Separator","eddy-current-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","detection aperture","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","sensitivity application range","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","alarm/reject interface","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"gjt-type-window-metal-detector","GJT type window metal detector","conveyor-metal-detector","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","rotor configuration","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","feed-size range","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","splitter adjustment","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hecp-eddy-current-metal-sorting-machine","HECP eddy current metal sorting machine","eddy-current-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","rotor configuration","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","feed-size range","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","splitter adjustment","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hecs-type-eddy-current-metal-sorting-machine","HECS type eddy current metal sorting machine","eddy-current-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"stainless-steel-separation-conveyor","Stainless Steel Separation Conveyor","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"stainless-steel-separation-conveyor","Stainless Steel Separation Conveyor","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"stainless-steel-separation-conveyor","Stainless Steel Separation Conveyor","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"stainless-steel-separation-conveyor","Stainless Steel Separation Conveyor","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"stainless-steel-separation-conveyor","Stainless Steel Separation Conveyor","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"stainless-steel-separation-conveyor","Stainless Steel Separation Conveyor","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"electromagnet-separator","Electromagnet Separator","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"electromagnet-separator","Electromagnet Separator","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"electromagnet-separator","Electromagnet Separator","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"electromagnet-separator","Electromagnet Separator","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"electromagnet-separator","Electromagnet Separator","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"electromagnet-separator","Electromagnet Separator","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"kgla-series-rectifier-control-box","KGLA series rectifier control box","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"kgla-series-rectifier-control-box","KGLA series rectifier control box","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"kgla-series-rectifier-control-box","KGLA series rectifier control box","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"kgla-series-rectifier-control-box","KGLA series rectifier control box","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"kgla-series-rectifier-control-box","KGLA series rectifier control box","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"kgla-series-rectifier-control-box","KGLA series rectifier control box","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","input power","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","control cabinet requirements","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"kxb-mining-explosion-proof-electromagnetic-iron-remover-control-box","KXB mining explosion-proof electromagnetic iron remover control box","suspended-electromagnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","self-cleaning belt arrangement","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","drive details where applicable","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","belt speed and duty","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"permanent-overband-magnetic-separator","Permanent Overband Magnetic Separator","permanent-overband-or-self-cleaning","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box","QJZ mining explosion-proof permanent magnet iron remover control box","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box","QJZ mining explosion-proof permanent magnet iron remover control box","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box","QJZ mining explosion-proof permanent magnet iron remover control box","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box","QJZ mining explosion-proof permanent magnet iron remover control box","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box","QJZ mining explosion-proof permanent magnet iron remover control box","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"qjz-mining-explosion-proof-permanent-magnet-iron-remover-control-box","QJZ mining explosion-proof permanent magnet iron remover control box","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","input power","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","control cabinet requirements","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rbcdb-explosion-proof-disc-type-electromagnetic-iron-remover","RBCDB explosion-proof disc type electromagnetic iron remover","suspended-electromagnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","input power","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","self-cleaning drive details","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","self-cleaning-electromagnetic-overband","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","self-cleaning belt arrangement","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","drive details where applicable","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","belt speed and duty","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","permanent-overband-or-self-cleaning","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","input power","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","control cabinet requirements","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rcda-type-air-cooled-electromagnetic-iron-remover","RCDA type air-cooled electromagnetic iron remover","suspended-electromagnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","input power","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","control cabinet requirements","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rcdb-type-self-cooling-plate-electromagnetic-iron-remover","RCDB type self cooling plate electromagnetic iron remover","suspended-electromagnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","input power","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","self-cleaning drive details","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rcdc-type-air-cooled-self-dumping-electromagnetic-iron-remover","RCDC type air-cooled self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","input power","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","self-cleaning drive details","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rcdd-type-self-cooling-self-dumping-electromagnetic-iron-remover","RCDD type self cooling self dumping electromagnetic iron remover","self-cleaning-electromagnetic-overband","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rcde-type-oil-cooled-electromagnetic-iron-remover","RCDE type oil cooled electromagnetic iron remover","suspended-electromagnetic-separator","input power","data/products/products.json","needs COWIN engineering confirmation"
"rcde-type-oil-cooled-electromagnetic-iron-remover","RCDE type oil cooled electromagnetic iron remover","suspended-electromagnetic-separator","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
"rcde-type-oil-cooled-electromagnetic-iron-remover","RCDE type oil cooled electromagnetic iron remover","suspended-electromagnetic-separator","control cabinet requirements","data/products/products.json","needs COWIN engineering confirmation"
"rcde-type-oil-cooled-electromagnetic-iron-remover","RCDE type oil cooled electromagnetic iron remover","suspended-electromagnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rcde-type-oil-cooled-electromagnetic-iron-remover","RCDE type oil cooled electromagnetic iron remover","suspended-electromagnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
